City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,lauro muller,-28.3928,-49.3967,25.48,87,100,1.61,BR,1698088989
364,afaahiti,-17.75,-149.2833,26.93,84,15,5.21,PF,1698088990
365,pushkinskiye gory,57.0209,28.9103,5.12,94,100,2.75,RU,1698088990
366,nawabshah,26.2483,68.4096,27.27,37,55,2.51,PK,1698088990
367,bridgewater,44.3835,-64.5155,11.79,77,100,6.17,CA,1698088931
368,springbok,-29.6643,17.8865,14.42,62,0,2.55,ZA,1698088990
369,malanje,-9.5402,16.341,23.76,57,60,2.34,AO,1698088990
370,arraial do cabo,-22.9661,-42.0278,24.92,73,0,8.75,BR,1698088990
371,estherville,43.4016,-94.8328,19.73,66,0,2.57,US,1698088991
372,nantucket,41.2835,-70.0995,16.08,76,40,5.14,US,1698088834
373,durant,33.994,-96.3708,25.2,83,100,5.88,US,1698088991
374,orbetello,42.4408,11.2196,21.01,83,100,6.49,IT,1698088991
375,carhuaz,-9.2819,-77.6447,20.4,61,95,1.95,PE,1698088991
376,qandala,11.472,49.8728,29.95,59,100,3.92,SO,1698088991
377,glenfield park,-35.1372,147.334,9.08,86,14,2.38,AU,1698088991
378,ashford,51.1459,0.8728,12.16,94,100,2.96,GB,1698088992
379,lata,40.1629,-8.3327,13.29,93,0,0.51,PT,1698088992
380,tongliao,43.6125,122.2653,11.12,46,3,3.92,CN,1698088992
381,juneau,58.3019,-134.4197,-0.44,67,20,5.66,US,1698088804
382,sola,-13.8833,167.55,24.37,94,100,9.26,VU,1698088992
383,fortaleza,-3.7227,-38.5247,30.04,71,0,6.69,BR,1698088992
384,jayrud,33.8074,36.7404,21.67,37,4,2.34,SY,1698088993
385,la passe,45.5549,-0.8967,15.13,89,100,6.43,FR,1698088993
386,namibe,-15.1961,12.1522,20.2,66,12,5.9,AO,1698088993
387,novyy urgal,51.0736,132.5642,-2.13,81,7,0.79,RU,1698088993
388,ebeltoft,56.1944,10.6821,11.01,93,100,1.03,DK,1698088993
389,guadalajara,20.6667,-103.3333,24.87,25,40,2.06,MX,1698088144
390,mili,6.0815,171.735,28.77,76,100,8.04,MH,1698088993
391,shingu,33.7333,135.9833,13.58,75,0,2.32,JP,1698088994
392,ghormach,35.7306,63.7826,15.18,52,0,3.49,AF,1698088994
393,tomatlan,19.9333,-105.25,30.39,60,80,2.93,MX,1698089015
394,ar rutbah,33.0381,40.2848,22.78,40,7,3.48,IQ,1698089015
395,taltal,-25.4,-70.4833,19.89,66,26,4.12,CL,1698089015
396,savoy,45.5,6.4167,10.87,78,100,3.21,FR,1698089015
397,kumylzhenskaya,49.8809,42.5898,14.43,73,100,5.11,RU,1698089016
398,nagqu,31.5,92.0,-3.38,83,100,0.84,CN,1698089016
399,timbuktu,16.7735,-3.0074,34.72,9,2,3.35,ML,1698089016
400,rongelap,11.1635,166.8941,28.34,78,86,7.11,MH,1698089016
401,ouarzazat,30.9189,-6.8934,20.16,32,40,6.69,MA,1698089016
402,yanbu,24.0891,38.0637,30.02,70,0,2.06,SA,1698089016
403,torit,4.4133,32.5678,26.18,60,93,0.95,SS,1698089016
404,mont-tremblant,46.1949,-74.6264,7.98,71,5,1.54,CA,1698089017
405,rengasdengklok,-6.1592,107.2981,27.17,71,52,0.72,ID,1698089017
406,sungai raya,0.7,108.9,25.9,83,79,0.85,ID,1698089017
407,renqiu,38.6989,116.0936,13.77,63,0,2.24,CN,1698089017
408,anna regina,7.2644,-58.5077,30.35,61,48,3.24,GY,1698089017
409,kerikeri,-35.2268,173.9474,15.51,94,100,2.38,NZ,1698088846
410,howrah,22.5892,88.3103,25.0,88,75,1.54,IN,1698089017
411,opuwo,-18.0607,13.84,24.7,16,0,2.8,NA,1698089018
412,chillicothe,39.3331,-82.9824,19.1,42,7,3.13,US,1698088821
413,pascagoula,30.3658,-88.5561,29.84,52,0,4.63,US,1698089018
414,diego de almagro,-26.3667,-70.05,28.73,12,0,5.43,CL,1698089018
415,la ronge,55.1001,-105.2842,-2.86,43,20,7.2,CA,1698089018
416,faya-largeau,17.9257,19.1043,28.06,13,0,6.32,TD,1698089018
417,tuy hoa,13.0833,109.3,24.58,92,100,1.64,VN,1698089019
418,freetown,8.484,-13.2299,27.84,83,75,3.6,SL,1698089019
419,ingeniero jacobacci,-41.3427,-69.5448,15.59,43,100,4.54,AR,1698089019
420,ingeniero guillermo n. juarez,-23.9,-61.85,44.35,13,52,4.69,AR,1698089019
421,south mackay,-21.1621,149.1881,20.4,82,1,2.41,AU,1698089019
422,pandan,14.0453,124.1694,26.55,88,100,2.89,PH,1698089019
423,tekkali,18.6167,84.2333,23.59,73,99,3.2,IN,1698089019
424,fort-shevchenko,44.5086,50.263,12.57,57,56,6.81,KZ,1698089020
425,capinota,-17.7167,-66.2333,28.67,20,78,7.07,BO,1698089020
426,tarko-sale,64.9225,77.785,-2.39,90,93,6.44,RU,1698089020
427,hilo,19.7297,-155.09,28.38,74,0,2.24,US,1698089020
428,ermoupolis,37.4423,24.9425,21.76,83,0,0.0,GR,1698089020
429,al mubarraz,25.41,49.5808,28.17,47,0,2.57,SA,1698089020
430,ust-tsilma,65.441,52.1498,-2.35,90,28,2.85,RU,1698089020
431,mazouna,36.1223,0.8987,22.92,52,100,1.76,DZ,1698089020
432,yaren,-0.5472,166.916,28.43,75,98,3.16,NR,1698089021
433,iranshahr,27.2025,60.6848,27.19,39,0,2.06,IR,1698089021
434,nizhniy odes,63.6445,54.856,-1.47,82,100,4.23,RU,1698089021
435,fuglafjordur,62.244,-6.814,7.26,74,52,3.36,FO,1698089021
436,amga,60.8953,131.9608,-4.11,96,99,2.0,RU,1698089021
437,anaconda,46.1285,-112.9423,11.55,50,78,2.19,US,1698089021
438,aykhal,66.0,111.5,-14.6,100,100,1.93,RU,1698089021
439,lautoka,-17.6167,177.4667,24.92,73,75,5.14,FJ,1698089022
440,great bend,38.3645,-98.7648,30.34,48,0,9.77,US,1698089043
441,kokoda,-8.8785,147.7407,21.09,86,91,1.88,PG,1698089043
442,ilebo,-4.3167,20.5833,23.13,94,100,0.28,CD,1698089045
443,mukalla,14.5425,49.1242,28.84,68,100,2.24,YE,1698089046
444,pisco,-13.7,-76.2167,24.03,69,0,8.23,PE,1698089046
445,teodoro sampaio,-22.5325,-52.1675,40.21,15,48,2.91,BR,1698089050
446,ramhormoz,31.28,49.6035,28.55,19,100,1.07,IR,1698089052
447,pingzhuang,42.0372,119.2889,10.62,47,12,1.44,CN,1698089052
448,puerto asis,0.5133,-76.5007,35.58,38,56,1.64,CO,1698089052
449,al ghayzah,16.2079,52.176,24.44,95,100,21.12,YE,1698089052
450,remire-montjoly,4.9167,-52.2667,33.02,55,0,5.66,GF,1698089052
451,kayyerkan,69.3786,87.7439,-5.23,88,100,1.29,RU,1698089052
452,helena,46.5927,-112.0361,12.87,75,100,1.54,US,1698088782
453,santa cruz,-17.8,-63.1667,39.03,27,17,10.29,BO,1698089052
454,tumaco,1.7986,-78.8156,29.0,71,99,4.93,CO,1698089056
455,palmas,-10.2128,-48.3603,28.93,74,40,2.57,BR,1698089057
456,moramanga,-18.9333,48.2,19.05,93,100,0.9,MG,1698089058
457,dalby,-27.1833,151.2667,17.99,82,0,4.31,AU,1698089059
458,ebon,4.582,168.6964,28.5,78,100,5.46,MH,1698089059
459,ta`u,-14.2336,-169.5144,26.59,76,30,4.69,AS,1698089059
460,mossendjo,-2.9506,12.7261,23.23,91,100,1.73,CG,1698089059
461,santa marta de ortigueira,43.6833,-7.85,12.36,77,7,4.71,ES,1698089059
462,peace river,56.2501,-117.286,-5.83,79,75,3.6,CA,1698089060
463,biloela,-24.4167,150.5,18.65,87,37,2.86,AU,1698089060
464,angra do heroismo,38.65,-27.2167,22.34,92,75,4.47,PT,1698089060
465,el nido,11.1858,119.3956,27.37,81,97,4.07,PH,1698089060
466,axim,4.8699,-2.2405,25.89,86,84,3.12,GH,1698088985
467,mugango,-1.6833,33.7,23.64,71,93,2.35,TZ,1698089060
468,bima,-8.4667,118.7167,23.16,88,98,1.58,ID,1698089060
469,ormara,25.2088,64.6357,26.88,80,3,7.15,PK,1698089061
470,tolanaro,-25.0319,46.9987,24.04,83,40,0.0,MG,1698089061
471,usinsk,65.9939,57.5281,-8.9,94,25,4.08,RU,1698088791
472,tiquipaya,-17.3382,-66.2189,27.4,23,75,8.94,BO,1698089061
473,sao joao do piaui,-8.3581,-42.2467,36.78,25,93,4.02,BR,1698089061
474,maryborough,-25.5333,152.7,17.88,94,1,1.29,AU,1698089061
475,amuntai,-2.4177,115.2494,23.52,96,82,0.6,ID,1698089062
476,richards bay,-28.783,32.0377,18.56,86,62,2.64,ZA,1698089062
477,nyurba,63.2842,118.3319,-10.26,98,90,1.82,RU,1698089062
478,geraldton,-28.7667,114.6,9.23,76,6,3.09,AU,1698088780
479,ulladulla,-35.35,150.4667,11.98,63,100,2.2,AU,1698089062
480,puerto cabezas,14.0351,-83.3888,25.98,100,40,2.06,NI,1698089062
481,anina,45.0794,21.8569,7.53,67,8,1.45,RO,1698089062
482,pilar,-9.5972,-35.9567,27.96,55,0,4.96,BR,1698089063
483,illela,13.7292,5.2975,32.24,12,10,3.66,NG,1698089063
484,hadibu,12.65,54.0333,26.98,82,100,3.44,YE,1698089063
485,puerto deseado,-47.7503,-65.8938,12.22,48,0,7.55,AR,1698089063
486,kill devil hills,36.0307,-75.676,16.1,62,0,4.12,US,1698089063
487,jayapura,-2.5333,140.7,25.66,93,100,2.0,ID,1698089064
488,colonia,50.9333,6.95,12.81,88,0,3.09,DE,1698089046
489,pionerskiy,54.9508,20.2275,7.91,76,100,5.24,RU,1698089064
490,tambo,-14.8,-73.9167,10.78,54,97,4.57,PE,1698089064
491,dwarka,22.2394,68.9678,27.56,73,94,5.27,IN,1698089064
492,ocean shores,46.9737,-124.1563,13.86,72,100,5.14,US,1698089065
493,worland,44.0169,-107.9554,14.26,67,40,5.14,US,1698089065
494,malabar,-33.9667,151.25,17.29,83,75,2.06,AU,1698089065
495,el bauga,18.262,33.9081,32.5,31,19,1.06,SD,1698089065
496,taitung city,22.7583,121.1444,24.74,86,76,2.77,TW,1698089065
497,ketou,7.3633,2.5998,24.89,92,100,2.5,BJ,1698089065
498,susuman,62.7833,148.1667,-17.49,100,100,0.35,RU,1698089065
499,nyandoma,61.669,40.1991,-3.24,82,72,2.26,RU,1698089066
500,nelson bay,-32.7167,152.15,16.67,96,0,1.79,AU,1698089066
501,mali,12.079,-12.2982,16.91,86,100,1.45,GN,1698089066
502,big bend,-26.8167,31.9333,21.05,73,0,2.57,SZ,1698089066
503,podgornoye,51.735,39.1496,11.12,93,100,7.0,RU,1698089066
504,kalat,29.0225,66.5916,12.23,35,0,1.43,PK,1698089066
505,la'ie,21.6477,-157.9253,28.03,66,45,5.51,US,1698089067
506,severo-yeniseyskiy,60.3725,93.0408,-1.37,92,100,7.97,RU,1698089067
507,magadan,59.5667,150.8,-3.39,77,66,2.31,RU,1698089067
508,port saint john's,-31.6229,29.5448,18.5,84,48,2.43,ZA,1698089067
509,papao,-17.75,-149.55,27.82,76,15,5.47,PF,1698089067
510,astara,38.5,48.6667,11.39,77,98,1.45,AZ,1698089067
511,cartagena,10.3997,-75.5144,32.79,70,20,6.17,CO,1698088964
512,safaga,26.7292,33.9365,28.02,55,5,3.43,EG,1698089067
513,qarauyl,48.9451,79.255,0.24,45,58,2.52,KZ,1698089068
514,kovernino,57.1253,43.8142,0.4,99,100,2.57,RU,1698089068
515,dubbo,-32.25,148.6167,8.07,57,11,5.14,AU,1698088993
516,goundam,16.4145,-3.6708,35.3,9,1,3.41,ML,1698089068
517,antsiranana,-12.2787,49.2917,24.58,83,13,6.48,MG,1698089068
518,chui,-33.6971,-53.4616,22.56,84,100,0.45,UY,1698089068
519,new plymouth,-39.0667,174.0833,14.34,85,100,4.31,NZ,1698089068
520,kuusamo,65.9667,29.1833,-7.98,93,0,3.6,FI,1698089069
521,cidreira,-30.1811,-50.2056,20.77,90,100,3.13,BR,1698089069
522,ponnani,10.767,75.9252,24.62,87,27,2.65,IN,1698089069
523,lerwick,60.1545,-1.1494,7.0,78,100,3.73,GB,1698089069
524,abay,49.6311,72.8539,-0.79,56,49,5.62,KZ,1698089069
525,santiago de cao,-7.9589,-79.2392,22.07,73,96,6.17,PE,1698089069
526,kondratovo,57.9804,56.1066,1.16,69,40,4.02,RU,1698089069
527,padang,-0.9492,100.3543,24.03,90,64,0.77,ID,1698089070
528,vilhena,-12.7406,-60.1458,33.49,31,84,2.24,BR,1698088817
529,anloga,5.7947,0.8973,26.97,79,62,3.34,GH,1698089070
530,omdurman,15.6445,32.4777,35.97,22,67,6.7,SD,1698089070
531,puerto gaitan,4.3133,-72.0816,32.36,53,70,1.53,CO,1698088892
532,langepas,61.2544,75.2124,-1.56,72,100,5.77,RU,1698089070
533,machico,32.7,-16.7667,20.56,79,40,7.2,PT,1698089070
534,avallon,47.4833,3.9,11.31,93,100,5.14,FR,1698089071
535,sur,22.5667,59.5289,26.9,64,33,4.46,OM,1698089071
536,minab,27.1467,57.0801,28.09,64,1,0.81,IR,1698089071
537,eyl,7.9803,49.8164,27.78,80,7,4.92,SO,1698089071
538,bei'an,24.5399,109.533,21.37,83,43,0.83,CN,1698089071
539,el granada,37.5027,-122.4694,24.15,79,75,6.17,US,1698089071
540,jilib,0.4883,42.7854,26.17,80,6,3.16,SO,1698089071
541,bandarbeyla,9.4942,50.8122,27.61,82,21,4.25,SO,1698089072
542,emerald,-23.5333,148.1667,19.08,77,0,5.21,AU,1698089072
543,canon city,38.441,-105.2424,26.12,15,0,2.06,US,1698088804
544,coxen hole,16.3244,-86.5366,29.6,70,40,2.06,HN,1698089072
545,wanning,18.8003,110.3967,25.24,92,100,3.97,CN,1698089072
546,codrington,-38.2667,141.9667,19.14,24,22,11.96,AU,1698089072
547,labytnangi,66.6572,66.4183,-8.62,91,99,2.89,RU,1698089072
548,kununurra,-15.7667,128.7333,23.99,83,10,0.0,AU,1698089073
549,sesheke,-17.4759,24.2968,28.04,33,12,2.41,ZM,1698089073
550,vitorino freire,-4.0667,-45.1667,36.71,31,88,0.6,BR,1698089027
551,mermoz boabab,14.7065,-17.4758,27.88,74,40,4.12,SN,1698089073
552,ad dabbah,18.05,30.95,31.88,22,0,4.9,SD,1698089073
553,altay,47.8667,88.1167,1.97,61,6,2.6,CN,1698089073
554,nieves,15.3274,120.9485,24.73,93,42,0.78,PH,1698089073
555,lospalos,-8.5186,127.0025,20.04,91,8,0.3,TL,1698089073
556,mersa matruh,31.3525,27.2453,23.11,78,0,3.09,EG,1698089074
557,harstad,68.799,16.5293,0.66,75,7,3.13,NO,1698089074
